sigma		mu		energy
1.506		1.14		5.79975
1.506		1.16		5.72355
1.506		1.18		5.64009
1.506		1.2		5.50825
1.506		1.22		7.06639
1.506		1.24		7.5097
1.506		1.26		6.90819
1.506		1.28		6.95615
1.506		1.3		6.52965
1.506		1.32		8.1064
1.506		1.34		8.0798
1.506		1.36		9.19471
1.506		1.38		9.191
1.506		1.4		11.0279
1.506		1.42		10.4897
1.506		1.44		11.0367
1.506		1.46		10.9106
1.506		1.48		10.3152
1.506		1.5		12.0305
1.506		1.52		12.5252
1.506		1.54		12.9379
1.506		1.56		13.1658
1.506		1.58		15.1764
1.506		1.6		15.6671
1.506		1.62		14.8122
1.506		1.64		15.8044
1.506		1.66		14.3118
1.506		1.68		18.0457
1.506		1.7		17.8887
1.506		1.72		17.7921
1.506		1.74		19.1722
1.506		1.76		19.6677
1.506		1.78		22.1945
1.506		1.8		21.9668
1.506		1.82		22.1758
1.506		1.84		21.5162
1.506		1.86		22.6252
1.506		1.88		23.9037
1.506		1.9		26.3289
1.506		1.92		25.4241
1.506		1.94		29.3158
1.506		1.96		27.553
1.506		1.98		28.1948
1.525		0		1.20076
1.525		0.02		1.4164
1.525		0.04		1.14003
1.525		0.06		1.41704
1.525		0.08		1.16452
1.525		0.1		1.17395
1.525		0.12		1.15863
1.525		0.14		1.259
1.525		0.16		1.58914
1.525		0.18		1.51678
1.525		0.2		1.49205
1.525		0.22		1.47441
1.525		0.24		1.08607
1.525		0.26		1.22028
1.525		0.28		1.30504
1.525		0.3		1.68137
1.525		0.32		1.82225
1.525		0.34		2.33959
1.525		0.36		1.99321
1.525		0.38		1.78149
1.525		0.4		1.81703
1.525		0.42		1.87886
1.525		0.44		1.95331
1.525		0.46		1.89756
1.525		0.48		1.7918
1.525		0.5		1.79332
1.525		0.52		1.85243
1.525		0.54		2.00527
1.525		0.56		1.72736
1.525		0.58		2.69777
1.525		0.6		2.59601
1.525		0.62		2.4648
1.525		0.64		2.20858
1.525		0.66		2.70366
1.525		0.68		2.21588
1.525		0.7		2.7784
1.525		0.72		2.676
1.525		0.74		3.18366
1.525		0.76		2.98924
1.525		0.78		3.2663
1.525		0.8		3.05757
1.525		0.82		3.03964
1.525		0.84		2.91885
1.525		0.86		3.47975
1.525		0.88		3.61218
1.525		0.9		3.37329
1.525		0.92		3.74488
1.525		0.94		4.07007
1.525		0.96		4.28708
1.525		0.98		4.41662
1.525		1		4.30259
1.525		1.02		4.40474
1.525		1.04		4.61296
1.525		1.06		5.18086
1.525		1.08		5.16715
1.525		1.1		4.92874
1.525		1.12		7.38309
1.525		1.14		6.01023
1.525		1.16		6.05168
1.525		1.18		7.26175
1.525		1.2		7.54561
1.525		1.22		6.97942
1.525		1.24		7.23244
1.525		1.26		7.03636
1.525		1.28		8.21623
1.525		1.3		8.21199
1.525		1.32		8.2762
1.525		1.34		9.13345
1.525		1.36		9.11173
1.525		1.38		9.36759
1.525		1.4		9.46778
1.525		1.42		9.73649
1.525		1.44		11.7999
1.525		1.46		11.7487
1.525		1.48		11.6015
1.525		1.5		11.7779
1.525		1.52		12.6966
1.525		1.54		12.2022
1.525		1.56		14.7655
1.525		1.58		14.8358
1.525		1.6		15.0707
1.525		1.62		15.9834
1.525		1.64		15.4391
1.525		1.66		15.5149
1.525		1.68		16.9154
1.525		1.7		16.6839
1.525		1.72		19.1681
1.525		1.74		21.849
1.525		1.76		19.6373
1.525		1.78		19.407
1.525		1.8		23.0485
1.525		1.82		21.8367
1.525		1.84		22.4248
1.525		1.86		23.2202
1.525		1.88		22.703
1.525		1.9		22.8439
1.525		1.92		25.5892
1.525		1.94		24.8099
1.525		1.96		28.552
1.525		1.98		29.9009
1.544		0		1.16664
1.544		0.02		1.09705
1.544		0.04		1.63762
1.544		0.06		1.23499
1.544		0.08		1.17145
1.544		0.1		1.60475
1.544		0.12		1.14607
1.544		0.14		1.21066
1.544		0.16		1.54173
1.544		0.18		0.924678
1.544		0.2		1.52275
1.544		0.22		1.68902
1.544		0.24		1.16551
1.544		0.26		1.42501
1.544		0.28		1.57706
1.544		0.3		1.59189
1.544		0.32		1.10392
1.544		0.34		1.65496
1.544		0.36		1.61914
1.544		0.38		2.08685
1.544		0.4		1.95623
1.544		0.42		1.69408
1.544		0.44		1.75666
1.544		0.46		1.87311
1.544		0.48		1.89671
1.544		0.5		2.26008
1.544		0.52		2.09122
1.544		0.54		2.78608
1.544		0.56		2.00669
1.544		0.58		1.89316
1.544		0.6		2.48328
1.544		0.62		2.61094
1.544		0.64		2.32294
1.544		0.66		2.63142
1.544		0.68		2.52691
1.544		0.7		3.09577
1.544		0.72		2.84423
1.544		0.74		2.6254
1.544		0.76		3.18212
1.544		0.78		2.90255
1.544		0.8		2.61613
1.544		0.82		3.96564
1.544		0.84		3.68157
1.544		0.86		3.46432
1.544		0.88		4.12069
1.544		0.9		4.00163
1.544		0.92		4.01858
1.544		0.94		3.82087
1.544		0.96		4.17904
1.544		0.98		3.99497
1.544		1		4.68329
1.544		1.02		5.10335
1.544		1.04		5.84045
1.544		1.06		6.06279
1.544		1.08		5.54397
1.544		1.1		5.84004
1.544		1.12		5.93027
1.544		1.14		6.43208
1.544		1.16		7.97281
1.544		1.18		5.59731
1.544		1.2		6.89255
1.544		1.22		8.40096
1.544		1.24		7.75268
1.544		1.26		7.22204
1.544		1.28		7.27636
1.544		1.3		8.87525
1.544		1.32		8.91905
1.544		1.34		10.1264
1.544		1.36		9.54707
1.544		1.38		10.511
1.544		1.4		11.4412
1.544		1.42		11.2031
1.544		1.44		10.4477
1.544		1.46		11.077
1.544		1.48		11.6832
1.544		1.5		12.4775
1.544		1.52		11.9517
1.544		1.54		14.9754
1.544		1.56		13.9563
1.544		1.58		16.8524
1.544		1.6		14.0098
1.544		1.62		15.4709
1.544		1.64		15.8121
1.544		1.66		16.8971
1.544		1.68		17.9765
1.544		1.7		19.7522
1.544		1.72		20.1656
1.544		1.74		20.7267
1.544		1.76		19.9219
1.544		1.78		22.3527
1.544		1.8		21.3927
1.544		1.82		24.2342
1.544		1.84		22.4062
1.544		1.86		25.6499
1.544		1.88		23.3299
1.544		1.9		27.33
1.544		1.92		26.069
1.544		1.94		30.0285
1.544		1.96		30.3402
1.544		1.98		29.545
1.563		0		1.16096
1.563		0.02		1.16005
1.563		0.04		1.43826
1.563		0.06		1.89222
1.563		0.08		1.43156
1.563		0.1		2.00829
1.563		0.12		1.6985
1.563		0.14		1.79782
1.563		0.16		1.25768
1.563		0.18		1.90296
1.563		0.2		1.42916
1.563		0.22		1.87145
1.563		0.24		1.50757
1.563		0.26		1.21695
1.563		0.28		1.71562
1.563		0.3		1.69285
1.563		0.32		1.50138
1.563		0.34		1.35731
1.563		0.36		2.11536
1.563		0.38		2.15633
1.563		0.4		1.82232
1.563		0.42		2.28531
1.563		0.44		2.26479
1.563		0.46		2.18707
1.563		0.48		1.81533
1.563		0.5		2.32196
1.563		0.52		1.82743
1.563		0.54		2.10022
1.563		0.56		2.00258
1.563		0.58		2.30401
1.563		0.6		2.19316
1.563		0.62		2.68254
1.563		0.64		2.27318
1.563		0.66		3.04602
1.563		0.68		2.92445
1.563		0.7		2.74871
1.563		0.72		2.88736
1.563		0.74		2.96758
1.563		0.76		2.93775
1.563		0.78		3.1117
1.563		0.8		3.4909
1.563		0.82		4.01646
1.563		0.84		3.79143
1.563		0.86		2.9233
1.563		0.88		3.82886
1.563		0.9		4.30713
1.563		0.92		4.85292
1.563		0.94		4.25101
1.563		0.96		4.24545
1.563		0.98		4.04822
1.563		1		4.83341
1.563		1.02		4.22046
1.563		1.04		4.38574
1.563		1.06		5.0795
1.563		1.08		4.92634
1.563		1.1		6.26527
1.563		1.12		6.42393
1.563		1.14		5.60778
1.563		1.16		6.32976
1.563		1.18		6.25197
1.563		1.2		7.31986
1.563		1.22		8.20225
1.563		1.24		8.45755
1.563		1.26		8.00531
1.563		1.28		9.14138
1.563		1.3		7.94109
1.563		1.32		9.5669
1.563		1.34		10.0325
1.563		1.36		10.1332
1.563		1.38		11.3486
1.563		1.4		10.1357
1.563		1.42		11.5391
1.563		1.44		10.142
1.563		1.46		11.6038
1.563		1.48		13.1055
1.563		1.5		13.7935
1.563		1.52		11.9709
1.563		1.54		14.0431
1.563		1.56		14.3957
1.563		1.58		14.6722
1.563		1.6		16.3312
1.563		1.62		15.5045
1.563		1.64		16.0927
1.563		1.66		17.5472
1.563		1.68		17.9216
1.563		1.7		19.7845
1.563		1.72		18.4847
1.563		1.74		18.7073
1.563		1.76		19.2093
1.563		1.78		21.3681
1.563		1.8		24.4017
1.563		1.82		21.4577
1.563		1.84		24.0104
1.563		1.86		22.5002
1.563		1.88		26.0641
1.563		1.9		27.8525
1.563		1.92		24.2888
1.563		1.94		30.4113
1.563		1.96		29.3223
1.563		1.98		27.4332
1.582		0		1.48588
1.582		0.02		1.8862
1.582		0.04		1.67629
1.582		0.06		1.88911
1.582		0.08		2.27635
1.582		0.1		1.30664
1.582		0.12		1.46746
1.582		0.14		1.76163
1.582		0.16		1.60704
1.582		0.18		1.72589
1.582		0.2		1.7579
1.582		0.22		1.90199
1.582		0.24		1.91367
1.582		0.26		1.69026
1.582		0.28		1.53866
1.582		0.3		1.45862
1.582		0.32		1.52949
1.582		0.34		2.02928
1.582		0.36		1.79376
1.582		0.38		1.55641
1.582		0.4		1.96095
1.582		0.42		2.44485
1.582		0.44		2.44452
1.582		0.46		2.9755
1.582		0.48		2.78726
1.582		0.5		2.6274
1.582		0.52		2.93732
1.582		0.54		1.75416
1.582		0.56		2.48761
1.582		0.58		2.82665
1.582		0.6		2.58763
1.582		0.62		2.51861
1.582		0.64		2.97412
1.582		0.66		2.52005
1.582		0.68		3.43288
1.582		0.7		2.77823
1.582		0.72		3.5751
1.582		0.74		2.7209
1.582		0.76		3.59729
1.582		0.78		3.71355
1.582		0.8		4.19469
1.582		0.82		4.17773
1.582		0.84		3.5664
1.582		0.86		4.19844
1.582		0.88		4.18613
1.582		0.9		5.05854
1.582		0.92		5.45265
1.582		0.94		4.38937
1.582		0.96		5.46062
1.582		0.98		4.85861
1.582		1		4.27637
1.582		1.02		6.55864
1.582		1.04		5.79098
1.582		1.06		5.24993
1.582		1.08		6.95082
1.582		1.1		7.01536
1.582		1.12		6.49949
1.582		1.14		6.72736
1.582		1.16		8.30151
1.582		1.18		7.30513
1.582		1.2		7.11152
1.582		1.22		8.35816
1.582		1.24		7.23666
1.582		1.26		7.98522
1.582		1.28		8.56957
1.582		1.3		8.19337
1.582		1.32		9.53164
1.582		1.34		9.43415
1.582		1.36		11.4214
1.582		1.38		8.86064
1.582		1.4		10.2729
1.582		1.42		11.7014
1.582		1.44		10.9421
1.582		1.46		13.364
1.582		1.48		12.7818
1.582		1.5		12.8553
1.582		1.52		14.5976
1.582		1.54		14.204
1.582		1.56		15.0139
1.582		1.58		15.0944
1.582		1.6		16.977
1.582		1.62		15.1586
1.582		1.64		17.2252
1.582		1.66		15.2547
1.582		1.68		19.6078
1.582		1.7		17.6065
1.582		1.72		20.6152
1.582		1.74		20.7775
1.582		1.76		20.37
1.582		1.78		20.6154
1.582		1.8		19.2139
1.582		1.82		21.7574
1.582		1.84		25.5398
1.582		1.86		25.6028
1.582		1.88		23.0678
1.582		1.9		27.3562
1.582		1.92		26.1948
1.582		1.94		29.05
1.582		1.96		30.6536
1.582		1.98		31.0571
1.601		0		1.63859
1.601		0.02		2.49836
1.601		0.04		2.18637
1.601		0.06		2.1119
1.601		0.08		1.85174
1.601		0.1		1.8958
1.601		0.12		2.03113
1.601		0.14		1.96915
1.601		0.16		1.5537
1.601		0.18		1.79377
1.601		0.2		1.8619
1.601		0.22		1.77734
1.601		0.24		1.9862
1.601		0.26		1.99312
1.601		0.28		2.07857
1.601		0.3		2.0284
1.601		0.32		2.13016
1.601		0.34		1.57613
1.601		0.36		3.03016
1.601		0.38		2.43891
1.601		0.4		1.71506
1.601		0.42		2.53305
1.601		0.44		2.13466
1.601		0.46		2.15041
1.601		0.48		3.05158
1.601		0.5		2.36486
1.601		0.52		2.40801
1.601		0.54		2.3084
1.601		0.56		2.65712
1.601		0.58		2.51291
1.601		0.6		2.71119
1.601		0.62		2.86265
1.601		0.64		2.55203
1.601		0.66		3.29219
1.601		0.68		3.42015
1.601		0.7		2.9029
1.601		0.72		2.99592
1.601		0.74		3.08525
1.601		0.76		3.97578
1.601		0.78		3.76048
1.601		0.8		3.73454
1.601		0.82		2.89557
1.601		0.84		4.26177
1.601		0.86		4.90919
1.601		0.88		5.32045
1.601		0.9		4.88485
1.601		0.92		4.26212
1.601		0.94		5.27008
1.601		0.96		4.44471
1.601		0.98		5.55423
1.601		1		5.79487
1.601		1.02		5.96325
1.601		1.04		6.37323
1.601		1.06		5.32286
1.601		1.08		6.35014
1.601		1.1		6.36366
1.601		1.12		5.87221
1.601		1.14		7.46224
1.601		1.16		8.30179
1.601		1.18		7.23206
1.601		1.2		8.54072
1.601		1.22		7.93442
1.601		1.24		8.09972
1.601		1.26		9.42121
1.601		1.28		10.7594
1.601		1.3		8.03745
1.601		1.32		9.01418
1.601		1.34		10.2191
1.601		1.36		10.5287
1.601		1.38		10.5224
1.601		1.4		11.6971
1.601		1.42		10.4047
1.601		1.44		12.0597
1.601		1.46		11.5795
1.601		1.48		14.2876
1.601		1.5		12.9227
1.601		1.52		15.1942
1.601		1.54		15.6399
1.601		1.56		15.8047
1.601		1.58		16.3083
1.601		1.6		16.7243
1.601		1.62		16.8061
1.601		1.64		18.351
1.601		1.66		17.9844
1.601		1.68		18.9449
1.601		1.7		19.8749
1.601		1.72		19.471
1.601		1.74		18.2378
1.601		1.76		21.2259
1.601		1.78		22.5378
1.601		1.8		22.0306
1.601		1.82		21.4924
1.601		1.84		23.5906
1.601		1.86		27.3706
1.601		1.88		26.1978
1.601		1.9		27.9304
1.601		1.92		30.578
1.601		1.94		27.4478
1.601		1.96		30.8431
1.601		1.98		29.4211
1.62		0		2.22935
1.62		0.02		1.82741
1.62		0.04		2.3788
1.62		0.06		1.66486
1.62		0.08		2.13442
1.62		0.1		1.64887
1.62		0.12		1.81746
1.62		0.14		2.82535
1.62		0.16		2.032
1.62		0.18		1.87111
1.62		0.2		2.07858
1.62		0.22		2.4696
1.62		0.24		2.20238
1.62		0.26		2.43671
1.62		0.28		1.84113
1.62		0.3		2.33416
1.62		0.32		2.16666
1.62		0.34		2.50615
1.62		0.36		2.29113
1.62		0.38		2.65191
1.62		0.4		2.71361
1.62		0.42		2.5015
1.62		0.44		2.24847
1.62		0.46		2.28845
1.62		0.48		2.88593
1.62		0.5		2.66609
1.62		0.52		2.74144
1.62		0.54		2.78994
1.62		0.56		2.49084
1.62		0.58		3.6739
1.62		0.6		2.40532
1.62		0.62		3.12087
1.62		0.64		3.04224
1.62		0.66		3.77977
1.62		0.68		3.31169
1.62		0.7		3.36499
1.62		0.72		3.77803
1.62		0.74		3.3564
1.62		0.76		3.66645
1.62		0.78		3.99709
1.62		0.8		3.54096
1.62		0.82		3.89931
1.62		0.84		4.89151
1.62		0.86		3.96107
1.62		0.88		5.92302
1.62		0.9		4.60432
1.62		0.92		5.21968
1.62		0.94		4.27917
1.62		0.96		4.97163
1.62		0.98		5.61962
1.62		1		5.19044
1.62		1.02		5.23696
1.62		1.04		6.69289
1.62		1.06		7.01093
1.62		1.08		6.61688
1.62		1.1		6.96291
1.62		1.12		6.93005
1.62		1.14		7.07485
1.62		1.16		7.04124
1.62		1.18		7.18243
1.62		1.2		8.33514
1.62		1.22		9.49454
1.62		1.24		8.4797
1.62		1.26		8.85028
1.62		1.28		10.2281
1.62		1.3		9.09109
1.62		1.32		10.4389
1.62		1.34		10.6877
1.62		1.36		9.08165
1.62		1.38		9.99929
1.62		1.4		12.429
1.62		1.42		10.8132
1.62		1.44		12.4819
1.62		1.46		12.3563
1.62		1.48		13.9582
1.62		1.5		12.9241
1.62		1.52		14.5395
1.62		1.54		15.4735
1.62		1.56		15.0672
1.62		1.58		16.239
1.62		1.6		16.2103
1.62		1.62		15.5959
1.62		1.64		18.4412
1.62		1.66		18.5695
1.62		1.68		17.747
1.62		1.7		20.2484
1.62		1.72		19.2471
1.62		1.74		24.2474
1.62		1.76		21.9062
1.62		1.78		21.4751
1.62		1.8		22.0418
1.62		1.82		25.1965
1.62		1.84		26.6845
1.62		1.86		24.8937
1.62		1.88		25.3607
1.62		1.9		26.4093
1.62		1.92		28.2647
1.62		1.94		30.5399
1.62		1.96		31.0711
1.62		1.98		34.8656
1.639		0		2.6266
1.639		0.02		2.33877
1.639		0.04		1.64823
1.639		0.06		2.43476
1.639		0.08		2.05578
1.639		0.1		2.05634
1.639		0.12		1.63276
1.639		0.14		2.8231
1.639		0.16		2.12869
1.639		0.18		2.09763
1.639		0.2		2.32566
1.639		0.22		2.45083
1.639		0.24		2.05703
1.639		0.26		2.9685
1.639		0.28		2.3092
1.639		0.3		2.30315
1.639		0.32		2.62616
1.639		0.34		1.95436
1.639		0.36		3.27669
1.639		0.38		2.52126
1.639		0.4		2.14623
1.639		0.42		2.58885
1.639		0.44		2.77282
1.639		0.46		2.28216
1.639		0.48		2.81221
1.639		0.5		2.67732
1.639		0.52		2.7683
1.639		0.54		3.02028
1.639		0.56		2.93957
1.639		0.58		3.88039
1.639		0.6		2.80337
1.639		0.62		3.31459
1.639		0.64		3.18025
1.639		0.66		3.56989
1.639		0.68		3.72001
1.639		0.7		3.81697
1.639		0.72		4.41155
1.639		0.74		3.28035
1.639		0.76		3.56461
1.639		0.78		4.13355
1.639		0.8		3.63405
1.639		0.82		4.18666
1.639		0.84		4.31114
1.639		0.86		4.62412
1.639		0.88		5.20931
1.639		0.9		5.0479
1.639		0.92		4.77453
1.639		0.94		4.9607
1.639		0.96		5.88469
1.639		0.98		5.89165
1.639		1		6.10392
1.639		1.02		6.23132
1.639		1.04		6.86979
1.639		1.06		6.76824
1.639		1.08		6.49674
1.639		1.1		6.37919
1.639		1.12		6.85809
1.639		1.14		6.5925
1.639		1.16		7.83339
1.639		1.18		8.7434
1.639		1.2		8.58035
1.639		1.22		8.34015
1.639		1.24		10.8721
1.639		1.26		9.6096
1.639		1.28		9.98586
1.639		1.3		10.5601
1.639		1.32		11.6585
1.639		1.34		10.4065
1.639		1.36		10.6841
1.639		1.38		10.8598
1.639		1.4		12.129
1.639		1.42		11.2582
1.639		1.44		13.5838
1.639		1.46		14.1855
1.639		1.48		13.0478
1.639		1.5		14.318
1.639		1.52		14.5424
1.639		1.54		13.6006
1.639		1.56		16.6519
1.639		1.58		19.3966
1.639		1.6		17.1644
1.639		1.62		18.9755
1.639		1.64		19.2127
1.639		1.66		21.3968
1.639		1.68		20.5597
1.639		1.7		18.4742
1.639		1.72		22.1
1.639		1.74		18.334
1.639		1.76		22.8153
1.639		1.78		24.1773
1.639		1.8		25.5738
1.639		1.82		24.9112
1.639		1.84		26.9958
1.639		1.86		28.1164
1.639		1.88		24.6027
1.639		1.9		27.2147
1.639		1.92		30.2586
1.639		1.94		29.656
1.639		1.96		31.3457
1.639		1.98		30.1413
1.658		0		2.77678
1.658		0.02		2.17678
1.658		0.04		2.48789
1.658		0.06		2.22489
1.658		0.08		2.30405
1.658		0.1		2.9648
1.658		0.12		2.22953
1.658		0.14		2.08218
1.658		0.16		1.65638
1.658		0.18		2.45249
1.658		0.2		1.79773
1.658		0.22		3.22695
1.658		0.24		2.2361
1.658		0.26		2.7663
1.658		0.28		2.0327
1.658		0.3		2.34192
1.658		0.32		2.65835
1.658		0.34		2.44752
1.658		0.36		2.12695
1.658		0.38		2.93879
1.658		0.4		2.6454
1.658		0.42		2.50405
1.658		0.44		3.25166
1.658		0.46		3.03199
1.658		0.48		2.82519
1.658		0.5		3.94624
1.658		0.52		3.22163
1.658		0.54		2.95794
1.658		0.56		3.87842
1.658		0.58		3.45728
1.658		0.6		3.5535
1.658		0.62		3.43127
1.658		0.64		2.7896
1.658		0.66		3.18713
1.658		0.68		3.80427
1.658		0.7		4.4479
1.658		0.72		3.77047
1.658		0.74		4.44582
1.658		0.76		4.49825
1.658		0.78		4.01748
1.658		0.8		4.01065
1.658		0.82		4.13715
1.658		0.84		5.31852
1.658		0.86		6.42568
1.658		0.88		5.33053
1.658		0.9		5.53993
1.658		0.92		6.30157
1.658		0.94		6.33155
1.658		0.96		5.60838
1.658		0.98		5.5286
1.658		1		6.30991
1.658		1.02		6.13323
1.658		1.04		7.83788
1.658		1.06		6.40613
1.658		1.08		7.28867
1.658		1.1		8.13995
1.658		1.12		8.56829
1.658		1.14		7.17781
1.658		1.16		8.2706
1.658		1.18		6.27995
1.658		1.2		10.186
1.658		1.22		8.5241
1.658		1.24		8.53127
1.658		1.26		9.80444
1.658		1.28		10.8155
1.658		1.3		10.9378
1.658		1.32		9.76093
1.658		1.34		11.659
1.658		1.36		12.7623
1.658		1.38		13.3075
1.658		1.4		12.4879
1.658		1.42		10.2522
1.658		1.44		12.0819
1.658		1.46		13.2935
1.658		1.48		15.1907
1.658		1.5		12.5863
1.658		1.52		13.8997
1.658		1.54		15.8405
1.658		1.56		15.6178
1.658		1.58		15.9182
1.658		1.6		19.2091
1.658		1.62		19.4639
1.658		1.64		19.2205
1.658		1.66		18.6794
1.658		1.68		19.7358
1.658		1.7		19.0873
1.658		1.72		21.2301
1.658		1.74		20.9436
1.658		1.76		23.7196
1.658		1.78		23.8361
1.658		1.8		24.581
1.658		1.82		25.8335
1.658		1.84		27.8428
1.658		1.86		26.6091
1.658		1.88		27.7014
1.658		1.9		28.468
1.658		1.92		28.9252
1.658		1.94		32.792
1.658		1.96		35.0553
1.658		1.98		30.2847
1.677		0		2.37706
1.677		0.02		2.63791
1.677		0.04		2.40214
1.677		0.06		2.37764
1.677		0.08		2.01109
1.677		0.1		2.12097
1.677		0.12		2.3257
1.677		0.14		2.82125
1.677		0.16		3.21181
1.677		0.18		2.38889
1.677		0.2		3.1234
1.677		0.22		3.17425
1.677		0.24		2.46333
1.677		0.26		2.44248
1.677		0.28		2.89783
1.677		0.3		2.73451
1.677		0.32		2.5891
1.677		0.34		2.60766
1.677		0.36		3.57529
1.677		0.38		2.85729
1.677		0.4		2.8096
1.677		0.42		2.84359
1.677		0.44		2.98345
1.677		0.46		2.96118
1.677		0.48		2.94941
1.677		0.5		3.37667
1.677		0.52		3.13515
1.677		0.54		3.36276
1.677		0.56		3.22693
1.677		0.58		2.59223
1.677		0.6		3.26804
1.677		0.62		4.25982
1.677		0.64		3.46688
1.677		0.66		3.36456
1.677		0.68		3.99485
1.677		0.7		4.46619
1.677		0.72		3.80559
1.677		0.74		3.91524
1.677		0.76		4.95491
1.677		0.78		3.95472
1.677		0.8		5.61302
1.677		0.82		4.6987
1.677		0.84		5.0526
1.677		0.86		4.72165
1.677		0.88		5.24066
1.677		0.9		4.79415
1.677		0.92		6.57309
1.677		0.94		6.12608
1.677		0.96		6.17962
1.677		0.98		6.91756
1.677		1		7.3579
1.677		1.02		6.11817
1.677		1.04		7.18983
1.677		1.06		5.83383
1.677		1.08		8.61334
1.677		1.1		6.50768
1.677		1.12		7.36789
1.677		1.14		8.90942
1.677		1.16		7.75319
1.677		1.18		8.98021
1.677		1.2		8.74913
1.677		1.22		9.37366
1.677		1.24		12.0622
1.677		1.26		10.1615
1.677		1.28		7.49787
1.677		1.3		10.438
1.677		1.32		10.6983
1.677		1.34		10.6011
1.677		1.36		12.6107
1.677		1.38		11.6482
1.677		1.4		14.7776
1.677		1.42		11.9543
1.677		1.44		15.2449
1.677		1.46		13.0895
1.677		1.48		15.3647
1.677		1.5		15.1648
1.677		1.52		16.5934
1.677		1.54		14.1833
1.677		1.56		18.493
1.677		1.58		16.9851
1.677		1.6		16.1009
1.677		1.62		18.5172
1.677		1.64		22.0524
1.677		1.66		20.5678
1.677		1.68		20.4953
1.677		1.7		23.6222
1.677		1.72		22.4619
1.677		1.74		23.1276
1.677		1.76		22.5079
1.677		1.78		24.0945
1.677		1.8		23.9732
1.677		1.82		25.272
1.677		1.84		29.9205
1.677		1.86		28.0009
1.677		1.88		29.4343
1.677		1.9		28.3656
1.677		1.92		31.4652
1.677		1.94		30.9162
1.677		1.96		29.8968
1.677		1.98		40.1297
1.696		0		2.6305
1.696		0.02		2.35973
1.696		0.04		2.84924
1.696		0.06		2.55349
1.696		0.08		2.35721
1.696		0.1		2.86075
1.696		0.12		3.14829
1.696		0.14		2.8031
1.696		0.16		2.24973
1.696		0.18		3.15651
1.696		0.2		2.46635
1.696		0.22		2.76052
1.696		0.24		3.25279
1.696		0.26		3.04174
1.696		0.28		3.15378
1.696		0.3		2.77157
1.696		0.32		2.89147
1.696		0.34		2.618
1.696		0.36		2.80757
1.696		0.38		3.18584
1.696		0.4		2.83772
1.696		0.42		4.0549
1.696		0.44		3.48739
1.696		0.46		3.09693
1.696		0.48		3.57475
1.696		0.5		4.20661
1.696		0.52		2.73649
1.696		0.54		3.26887
1.696		0.56		3.40263
1.696		0.58		3.76337
1.696		0.6		4.49275
1.696		0.62		3.89332
1.696		0.64		4.17017
1.696		0.66		4.09649
1.696		0.68		4.37134
1.696		0.7		4.56488
1.696		0.72		4.65909
1.696		0.74		4.63982
1.696		0.76		4.37927
1.696		0.78		5.7763
1.696		0.8		5.66398
1.696		0.82		6.84844
1.696		0.84		5.5625
1.696		0.86		4.52397
1.696		0.88		4.52457
1.696		0.9		5.12767
1.696		0.92		7.97085
1.696		0.94		5.96093
1.696		0.96		6.77505
1.696		0.98		5.86996
1.696		1		7.95558
1.696		1.02		7.05532
1.696		1.04		7.0437
1.696		1.06		7.88911
1.696		1.08		7.95626
1.696		1.1		8.25176
1.696		1.12		7.51296
1.696		1.14		7.88844
1.696		1.16		9.61282
1.696		1.18		9.58041
1.696		1.2		9.17024
1.696		1.22		10.4706
1.696		1.24		10.417
1.696		1.26		11.2374
1.696		1.28		12.5218
1.696		1.3		11.1679
1.696		1.32		12.1066
1.696		1.34		12.143
1.696		1.36		12.6239
1.696		1.38		12.6803
1.696		1.4		13.3501
1.696		1.42		13.4215
1.696		1.44		14.75
1.696		1.46		13.6409
1.696		1.48		14.6427
1.696		1.5		14.2358
1.696		1.52		16.8466
1.696		1.54		16.3264
1.696		1.56		21.2416
1.696		1.58		20.1548
1.696		1.6		20.5685
1.696		1.62		19.5494
1.696		1.64		18.1688
1.696		1.66		22.2743
1.696		1.68		18.8291
1.696		1.7		23.1378
1.696		1.72		22.6084
1.696		1.74		22.6841
1.696		1.76		22.8537
1.696		1.78		27.4802
1.696		1.8		24.1908
1.696		1.82		23.9111
1.696		1.84		26.9502
1.696		1.86		29.7766
1.696		1.88		33.0169
1.696		1.9		29.2152
1.696		1.92		29.4052
1.696		1.94		35.0477
1.696		1.96		34.455
1.696		1.98		32.8655
1.715		0		3.84643
1.715		0.02		2.31676
1.715		0.04		2.36611
1.715		0.06		2.94776
1.715		0.08		2.43912
1.715		0.1		3.40532
1.715		0.12		3.918
1.715		0.14		3.23987
1.715		0.16		2.84174
1.715		0.18		2.91795
1.715		0.2		2.93464
1.715		0.22		3.18011
1.715		0.24		2.62833
1.715		0.26		2.7704
1.715		0.28		3.17387
1.715		0.3		2.80111
1.715		0.32		3.85074
1.715		0.34		4.17589
1.715		0.36		4.37376
1.715		0.38		3.55843
1.715		0.4		3.23519
1.715		0.42		3.51402
1.715		0.44		3.53424
1.715		0.46		3.92917
1.715		0.48		3.1709
1.715		0.5		3.89696
1.715		0.52		3.54236
1.715		0.54		3.69367
1.715		0.56		4.19475
1.715		0.58		3.43848
1.715		0.6		4.29601
1.715		0.62		4.93324
1.715		0.64		3.82613
1.715		0.66		4.87698
1.715		0.68		4.10391
1.715		0.7		3.74527
1.715		0.72		4.16566
1.715		0.74		4.64068
1.715		0.76		5.677
